Year,Mount,Day,Hour,Total amount of precipitation,Vapor_Pressure,Relative_Humudity,Amount of cloudiness,Actual_Pressure,Temperature
2018,9,13,8,0.8,24.2,79,7,1006.9,24.1
2018,9,13,9,0,23.9,77,7,1005.9,25.3
2018,9,13,10,0.5,23.9,79,7,1005.6,24.7
2018,9,13,11,0,24.2,80,7,1005.6,23.7
2018,9,13,12,0,24.4,85,7,1005.2,23.7
2018,9,13,13,0.3,23.9,83,7,1004.2,24.3
2018,9,13,14,5.3,24.5,82,7,1004.1,23.3
2018,9,13,15,2.8,23.9,96,7,1004.4,21.8
2018,9,13,16,0.2,24.8,91,7,1004.3,21.3
2018,9,13,17,0.1,23.9,95,7,1003.9,20.3
2018,9,13,18,1.3,23.6,96,7,1003.9,21.3
2018,9,13,19,1.5,20.6,87,7,1003.9,20.5
2018,9,13,20,1.5,22.4,93,7,1004.4,19.2
2018,9,13,21,0.4,23.9,98,7,1004.9,18.5
2018,9,13,22,0,20.3,99,7,1004.4,18.3
2018,9,13,23,0,20.4,100,7,1005.4,18.5
2018,9,14,0,0.3,20.2,100,7,1005.4,18.7
2018,9,14,1,6.9,20.4,100,7,1005.4,18.7
2018,9,14,2,0.3,20.6,100,7,1005.4,18.7
2018,9,14,3,0,20.6,100,4,1005.4,18.7
2018,9,14,4,0.2,20.6,100,4,1005.4,18.7
2018,9,14,5,3,21.3,100,4,1005.4,18.7
2018,9,14,6,9.2,21.5,99,4,1005,19
2018,9,14,7,1.9,21.3,92,6,1005.6,20.8
2018,9,14,8,0,23.1,93,7,1006.2,19.1
2018,9,14,9,0,21.7,97,6,1006.3,21.5
2018,9,14,10,0,22.9,91,7,1006.1,20.5
2018,9,14,11,0,21.5,91,6,1006.4,21.7
2018,9,14,12,0,20.2,96,7,1006.7,20
2018,9,14,13,0.6,24.4,95,7,1006.7,18.5
2018,9,14,14,0,23.4,98,5,1006.7,21.4
2018,9,14,15,0.2,22.4,96,5,1006.9,21.2
2018,9,14,16,0,21.5,91,6,1007.2,21.2
2018,9,14,17,0,22.2,91,6,1007.5,20.6
2018,9,14,18,0,22.2,95,6,1008,20.1
2018,9,14,19,0,19.8,95,6,1007.6,20
2018,9,14,20,0,21.1,96,6,1007.8,18.4
2018,9,14,21,0,19.6,96,6,1007.8,19.2
2018,9,14,22,0,20.4,89,6,1007.8,20
2018,9,14,23,0,20,93,6,1007.9,19.2
2018,9,15,0,0,20.4,91,3,1007.7,19.4
2018,9,15,1,0,19.4,93,3,1007.6,19.2
2018,9,15,2,0,19.4,94,3,1007.5,18.6
2018,9,15,3,0,19.4,94,3,1007.8,18.5
2018,9,15,4,0,19.6,94,3,1008.2,18.1
2018,9,15,5,0,21.5,84,3,1008.6,20.7
2018,9,15,6,0,21.2,74,3,1009,25.6
2018,9,15,7,0,19.2,67,0,1009.4,25
2018,9,15,8,0,22.3,59,0,1009.5,26.7
2018,9,15,9,0,20.2,57,2,1009.4,28.7
2018,9,15,10,0,20.5,60,2,1009.4,27
2018,9,15,11,0,20,63,2,1009.3,26.7
2018,9,15,12,0,18.8,64,2,1009.1,25.6
2018,9,15,13,0,18.4,56,0,1009.1,26.1
2018,9,15,14,0,17,57,0,1008.8,25.4
2018,9,15,15,0,17.4,57,0,1008.9,24.8
2018,9,15,16,0,17.7,62,0,1009.1,23.4
2018,9,15,17,0,20.6,66,2,1009.6,22
2018,9,15,18,0,21.1,76,6,1010,21.9
2018,9,15,19,0,19.6,85,6,1010,21.3
2018,9,15,20,0,19.3,84,6,1009.9,20.7
2018,9,15,21,0,19.3,88,6,1010.1,19.9
2018,9,15,22,0,19.6,88,6,1010.1,19.8
2018,9,15,23,0,19.8,89,6,1010.2,19.8
2018,9,16,0,0,20.3,90,3,1010.4,19.8
2018,9,16,1,0,20.6,87,3,1010.2,20
2018,9,16,2,0,21,88,3,1010.1,20.2
2018,9,16,3,0,21.7,90,3,1010.1,20.1
2018,9,16,4,0,22.8,93,3,1010.5,20.1
2018,9,16,5,0,23.5,81,3,1010.9,24.6
2018,9,16,6,0,23.5,70,3,1011.2,27.3
2018,9,16,7,0,23.2,69,3,1011.7,28.1
2018,9,16,8,0,23.9,72,4,1012.1,26.6
2018,9,16,9,0,23.5,69,6,1012.5,26.8
2018,9,16,10,0,22.7,72,5,1012.5,27.2
2018,9,16,11,0.8,23.6,72,4,1012.3,24.7
2018,9,16,12,0,23,79,4,1012.4,24.3
2018,9,16,13,0,22.2,75,4,1012.5,23.9
2018,9,16,14,0,23,77,4,1012.6,23.3
2018,9,16,15,0,25,80,5,1012.6,23.2
2018,9,16,16,0,24.2,88,4,1013,23.1
2018,9,16,17,0.4,24.4,86,6,1013.2,23.1
2018,9,16,18,0,23.9,98,5,1013.6,21.4
2018,9,16,19,0,23.1,96,5,1014,21.2
2018,9,16,20,0,21.6,93,5,1014.2,21.4
2018,9,16,21,0,21.6,87,5,1014.2,22
2018,9,16,22,0,21.4,87,5,1014.1,21.7
2018,9,16,23,0,23.1,86,5,1014.1,21.6
2018,9,17,0,0,19.7,93,2,1014,20.8
2018,9,17,1,0,19.9,93,2,1014,21.5
2018,9,17,2,0,20.1,79,2,1014,21.6
2018,9,17,3,0,20.6,80,2,1014.2,21.4
2018,9,17,4,0,20.6,81,2,1014.6,21.5
2018,9,17,5,0,20.3,69,2,1015,24
2018,9,17,6,0,19.4,65,2,1015.3,25.6
2018,9,17,7,0,21.5,64,3,1015.6,25.5
2018,9,17,8,0,19.4,69,4,1015.7,24
2018,9,17,9,0,18,69,4,1015.6,25
2018,9,17,10,0,17.7,65,3,1015.5,24.5
2018,9,17,11,0,16.9,66,3,1015.3,23.7
2018,9,17,12,0,17.7,67,2,1015.2,22.9
2018,9,17,13,0,19.6,66,2,1014.9,22.5
2018,9,17,14,0,18.2,69,2,1014.5,22.1
2018,9,17,15,0,18.9,74,3,1014.3,22.2
2018,9,17,16,0,18,74,4,1014.5,21.8
2018,9,17,17,0,16.8,78,4,1014.4,21.2
2018,9,17,18,0,16.4,79,2,1014.9,20.8
2018,9,17,19,0,16.4,72,2,1014.7,21
2018,9,17,20,0,16.4,70,2,1014.8,20.7
2018,9,17,21,0,16.6,70,2,1014.7,20.7
2018,9,17,22,0,16.4,70,2,1014.5,20.6
2018,9,17,23,0,15.9,71,2,1014.5,20.4
2018,9,18,0,0,16.8,70,2,1014.3,20.3
2018,9,18,1,0,17.3,68,2,1014.1,20.1
2018,9,18,2,0,16.1,72,2,1013.8,20.1
2018,9,18,3,0,17.4,71,2,1013.4,20.4
2018,9,18,4,0,17.9,69,2,1013.9,20.2
2018,9,18,5,0,18.5,62,2,1014.2,23.5
2018,9,18,6,0,18.2,59,2,1014.3,24.3
2018,9,18,7,0,19.4,65,7,1014.6,23.2
2018,9,18,8,0,18.8,71,7,1014.9,22.4
2018,9,18,9,0,18,74,7,1014.6,23.8
2018,9,18,10,0,18.2,71,7,1014.8,22.2
2018,9,18,11,0,17.9,70,6,1014.6,22.6
2018,9,18,12,0,18.7,70,3,1014.2,22.1
2018,9,18,13,0,18.7,73,3,1013.8,21.6
2018,9,18,14,0,18.4,75,4,1013.6,21.5
2018,9,18,15,0,16.8,75,3,1013.4,21.5
2018,9,18,16,0,17.5,74,7,1013.7,21.2
2018,9,18,17,0,17.5,72,5,1013.9,20.8
2018,9,18,18,0,17.5,74,2,1014.1,20.6
2018,9,18,19,0,17.3,75,2,1014.2,20.4
2018,9,18,20,0,16.6,75,2,1014.1,20.1
2018,9,18,21,0,16.8,73,2,1014.1,20.2
2018,9,18,22,0,16.8,71,2,1014,20.3
2018,9,18,23,0,17.1,72,2,1013.9,20
2018,9,19,0,0,17.5,72,2,1013.7,20
2018,9,19,1,0,17.5,73,2,1013.5,20.1
2018,9,19,2,0,17.8,75,2,1013.2,20.2
2018,9,19,3,0,18.7,74,6,1013,20.4
2018,9,19,4,0,18.9,76,6,1013.1,20.7
2018,9,19,5,0,18.2,75,6,1013.4,21.5
2018,9,19,6,0,19.3,73,6,1014,21.5
2018,9,19,7,0,18.8,75,6,1014.3,22
2018,9,19,8,0,18.8,72,6,1014.3,22.5
2018,9,19,9,0,17.7,68,5,1014.1,23.7
2018,9,19,10,0,18.2,65,3,1013.9,22.3
2018,9,19,11,0,17.4,71,3,1013.5,22.5
2018,9,19,12,0,17.9,67,3,1013.1,22.2
2018,9,19,13,0,17.7,72,4,1013.1,21.7
2018,9,19,14,0,17.1,73,4,1012.7,21.6
2018,9,19,15,0,16.1,72,3,1012.9,21.4
2018,9,19,16,0,16.1,73,3,1013,20.7
2018,9,19,17,0,16.1,68,3,1013,20.3
2018,9,19,18,0,16.6,70,4,1013.4,20.3
2018,9,19,19,0,16.4,69,4,1013.3,20.1
2018,9,19,20,0,16.8,71,4,1013,20
2018,9,19,21,0,16.4,71,4,1012.8,20.1
2018,9,19,22,0,16.4,72,4,1012.4,20.6
2018,9,19,23,0,16.1,70,4,1012.3,20.4
2018,9,20,0,0,15.9,71,4,1011.9,20.5
2018,9,20,1,0,16.1,69,4,1011.8,20.6
2018,9,20,2,0,17.3,68,4,1011.6,20.8
2018,9,20,3,0,18.8,67,5,1011.5,20.9
2018,9,20,4,0,18.5,74,5,1011.5,20.8
2018,9,20,5,0,18.8,67,5,1011.5,23.7
2018,9,20,6,0,19.7,66,5,1011.6,22.6
2018,9,20,7,0,20,71,6,1011.7,22.8
2018,9,20,8,0,20.5,72,4,1011.7,23.7
2018,9,20,9,0,20.2,72,4,1011.4,23.1
2018,9,20,10,0,21.1,72,3,1011.2,23.4
2018,9,20,11,0,19.8,71,3,1010.6,23.2
2018,9,20,12,0,19.8,73,3,1010.4,23.2
2018,9,20,13,0,20.4,72,3,1010.2,22.6
2018,9,20,14,0,19.4,77,5,1010.1,22.5
2018,9,20,15,0,19.4,76,3,1010.1,22.2
2018,9,20,16,0,18.9,79,3,1010.3,21.7
2018,9,20,17,0,18.9,79,4,1010.4,21.7
2018,9,20,18,0,19.7,76,3,1010.8,21.4
2018,9,20,19,0,19.7,76,3,1010.7,21.2
2018,9,20,20,0,19.9,79,3,1010.3,21.4
2018,9,20,21,0,19.7,79,3,1010,21.2
2018,9,20,22,0,19.9,80,3,1010,21.4
2018,9,20,23,0,19.9,79,3,1009.8,21.2
2018,9,21,0,0,19.9,81,3,1009.6,21.1
2018,9,21,1,0,19.4,80,3,1009.6,21.2
2018,9,21,2,0,19.9,80,3,1009.5,21.4
2018,9,21,3,0,20.1,80,4,1009.7,21.4
2018,9,21,4,0,20.5,80,4,1009.8,21.4
2018,9,21,5,0,19.7,76,4,1009.9,23.5
2018,9,21,6,0,21.5,76,3,1010.1,24.1
2018,9,21,7,0,21.5,71,3,1010.4,24.2
2018,9,21,8,0,21.6,74,6,1010.5,24.3
2018,9,21,9,0,22.4,70,3,1010.4,24.7
2018,9,21,10,0,21.4,75,6,1010.1,23.5
2018,9,21,11,0,20.9,75,5,1010,23.9
2018,9,21,12,0,21.2,77,3,1009.8,23.3
2018,9,21,13,0,20.9,77,3,1009.7,22.7
2018,9,21,14,0,20.1,81,6,1009.6,22.4
2018,9,21,15,0,20.1,79,7,1009.7,22.1
2018,9,21,16,0,20.1,80,7,1009.9,21.5
2018,9,21,17,0,20.9,81,2,1009.9,21.4
2018,9,21,18,0,21.1,82,2,1010.1,21.3
2018,9,21,19,0,20.6,84,2,1010.1,21.1
2018,9,21,20,0,19.6,85,2,1010.1,21
2018,9,21,21,0,20.3,84,2,1010.1,21
2018,9,21,22,0,20.2,84,2,1009.7,20.7
2018,9,21,23,0,20.2,87,2,1009.5,20.2
2018,9,22,0,0,20.7,91,2,1009.2,19.6
2018,9,22,1,0,20.7,92,2,1009,19.6
2018,9,22,2,0,20.9,94,2,1008.9,19.9
2018,9,22,3,0,22.8,93,2,1009.1,19.2
2018,9,22,4,0,22.9,95,2,1009.4,19.2
2018,9,22,5,0,21.4,81,2,1009.6,23.4
2018,9,22,6,0,21.5,71,2,1009.8,26.2
2018,9,22,7,0,21.5,74,4,1010.3,23.4
2018,9,22,8,0,20.9,68,3,1010.2,25.5
2018,9,22,9,0,21.8,71,3,1010,25.2
2018,9,22,10,0,21.1,70,4,1010.1,24.6
2018,9,22,11,0,20.9,72,5,1009.8,24
2018,9,22,12,0,21.4,77,5,1009.6,23.4
2018,9,22,13,0,22.2,78,5,1009.6,22.6
2018,9,22,14,0,20.9,81,4,1009.2,22.1
2018,9,22,15,0,19.9,84,0,1009,21.9
2018,9,22,16,0,21,84,0,1009.3,21.6
2018,9,22,17,0,20.4,85,0,1009.7,20.9
2018,9,22,18,0,20.7,89,0,1010.2,20.1
2018,9,22,19,0,21.1,93,0,1010.3,19.7
2018,9,22,20,0,21.5,94,0,1010.3,19.8
2018,9,22,21,0,20.2,95,0,1010.4,19.3
2018,9,22,22,0,20.4,98,0,1010.2,19.1
2018,9,22,23,0,20.4,98,0,1010.3,18.8
2018,9,23,0,0,20.6,99,0,1010.4,18.5
2018,9,23,1,0,19.4,99,0,1010.3,18.4
2018,9,23,2,0,19.4,100,0,1010.2,18.2
2018,9,23,3,0,20.6,99,2,1010.4,17.6
2018,9,23,4,0,23.9,100,2,1010.9,17.5
2018,9,23,5,0,23.8,100,2,1011.3,18
2018,9,23,6,0,21.5,95,2,1011.5,20.6
2018,9,23,7,0,22.5,78,3,1012.1,25.9
2018,9,23,8,0,21.8,66,3,1012.4,26.8
2018,9,23,9,0,21.9,63,3,1012.4,27.6
2018,9,23,10,0,18.3,70,4,1012.7,24
2018,9,23,11,0,19.1,68,3,1012.3,25.2
2018,9,23,12,0,21.4,66,4,1012,23.9
2018,9,23,13,0,21.4,72,4,1011.8,23.1
2018,9,23,14,0,22.4,80,3,1011.7,22.7
2018,9,23,15,0,22,86,3,1011.7,21.8
2018,9,23,16,0,22,89,3,1012,21.1
2018,9,23,17,0,21.1,93,0,1011.9,20.4
2018,9,23,18,0,21.5,95,0,1012,20.1
2018,9,23,19,0,21.5,96,0,1012,19.5
2018,9,23,20,0,20.7,98,0,1011.9,19.5
2018,9,23,21,0,19.6,98,0,1011.7,19.3
2018,9,23,22,0,18.6,94,0,1011.1,19
2018,9,23,23,0,18.4,95,0,1010.6,18.7
2018,9,24,0,0,18,91,0,1010.1,18.8
2018,9,24,1,0,18.8,89,0,1009.5,18
2018,9,24,2,0,18.4,87,0,1008.9,18.2
2018,9,24,3,0,20.6,90,0,1008.3,18.1
2018,9,24,4,0,21.8,95,0,1007.8,17.6
2018,9,24,5,0,21.5,83,0,1007.6,22
2018,9,24,6,0,20.3,74,0,1007.4,24.6
2018,9,24,7,0,19.7,66,0,1007.1,26.8
2018,9,24,8,0,18,61,0,1007,27.1
2018,9,24,9,0,21.9,57,0,1006.4,28.3
2018,9,24,10,0,15.5,46,0,1006,28.9
2018,9,24,11,0,15.7,57,0,1005.2,28.4
2018,9,24,12,0,17.7,50,0,1004.5,28
2018,9,24,13,0,19.1,45,0,1004.2,27.4
2018,9,24,14,0,20,52,0,1003.8,25.7
2018,9,24,15,0,19.6,64,0,1003.7,24.7
2018,9,24,16,0,19.7,71,0,1003.6,23.3
2018,9,24,17,0.3,19.9,74,0,1004.2,22.2
2018,9,24,18,0.3,19.2,79,0,1004.7,21.3
2018,9,24,19,0.3,18.2,85,2,1005.4,20.5
2018,9,24,20,0.4,19.9,82,2,1006,20.4
2018,9,24,21,0,19.2,81,2,1007.1,21.9
2018,9,24,22,0,18,80,2,1008,21.3
2018,9,24,23,0.2,18.6,82,2,1009.4,20.4
2018,9,25,0,0,17.8,92,7,1010.7,17.6
2018,9,25,1,1.1,16.7,96,7,1011.5,17
2018,9,25,2,0.4,16.4,98,7,1012,16.5
2018,9,25,3,0.1,16.2,98,7,1012.7,15.8
2018,9,25,4,0.2,15.5,96,7,1013.4,16
2018,9,25,5,0.5,15.2,89,7,1014,16.2
2018,9,25,6,0.2,15.5,92,7,1014.8,15.6
2018,9,25,7,0.3,15.7,88,7,1015.3,15.6
2018,9,25,8,0.1,15.5,97,7,1015.9,14.7
2018,9,25,9,0.9,15.3,97,7,1016.6,14.3
2018,9,25,10,0,15.5,97,7,1016.8,14.5
2018,9,25,11,0.3,14.5,96,7,1017,14.5
2018,9,25,12,0.1,14.4,97,7,1017.2,14
2018,9,25,13,0,15.2,97,7,1017.3,14
2018,9,25,14,0,14.7,97,7,1017.4,14
2018,9,25,15,0,15,94,7,1017.6,14.1
2018,9,25,16,0.3,15,97,7,1018.1,13.6
2018,9,25,17,0.6,12.6,97,7,1018.7,14.1
2018,9,25,18,0.2,11.4,94,7,1019.2,14
2018,9,25,19,0,11.6,79,7,1019.3,14.9
2018,9,25,20,0.1,11.1,67,7,1019.2,15.8
2018,9,25,21,0.1,13.3,61,7,1019.2,16.5
2018,9,25,22,0,13.5,61,7,1019.2,16.6
2018,9,25,23,0.2,11.4,89,7,1019.5,13.6
2018,9,26,0,0,12.1,94,7,1019.5,13.8
2018,9,26,1,1.4,12.4,67,7,1019.5,15.5
2018,9,26,2,1.2,12.1,71,7,1019.5,15.7
2018,9,26,3,1.2,11.2,81,7,1019.5,13.8
2018,9,26,4,0,11.5,71,7,1019.5,15.2
2018,9,26,5,0,11.1,75,7,1019.9,13.6
2018,9,26,6,1.1,14.1,66,7,1020.2,16
2018,9,26,7,2.2,13.3,62,7,1020.5,16.6
2018,9,26,8,2.2,14.4,96,7,1021.1,13.4
2018,9,26,9,0.4,12.8,94,7,1021.3,11.9
2018,9,26,10,0.4,10.9,97,7,1021,13.7
2018,9,26,11,0.3,13.2,87,7,1020.6,14.7
2018,9,26,12,0.1,13.7,71,6,1020.4,16.8
2018,9,26,13,0.7,13.7,88,7,1020.8,12.3
2018,9,26,14,0,13.2,98,7,1020.3,12.7
2018,9,26,15,0,13.5,99,7,1020.2,12.7
2018,9,26,16,0,13.2,96,7,1020.5,12.8
2018,9,26,17,0,14.3,96,7,1020.7,13.1
2018,9,26,18,0,12.4,91,6,1020.6,13.9
2018,9,26,19,0,11.4,84,5,1020.6,14.9
2018,9,26,20,0,10.9,83,5,1020.4,13.6
2018,9,26,21,0,11.4,71,5,1020.3,15.4
2018,9,26,22,0,11.1,64,5,1020.4,15.7
2018,9,26,23,0,12.5,67,5,1020.2,15.9
2018,9,27,0,0,12.2,64,7,1019.7,15.9
2018,9,27,1,0,11.8,69,7,1019.7,16.2
2018,9,27,2,0,11.8,67,7,1018.8,16.3
2018,9,27,3,0,12,67,7,1018.8,16.3
2018,9,27,4,0,12.4,65,7,1018.5,16.5
2018,9,27,5,0,12.7,66,7,1018.4,16.5
2018,9,27,6,0,14,68,7,1018.7,16.7
2018,9,27,7,0,14,71,7,1018.9,16.9
2018,9,27,8,0,14,73,7,1018.8,17.1
2018,9,27,9,0,14.1,72,7,1018.7,17.1
2018,9,27,10,0,14.7,71,7,1018.6,17.2
2018,9,27,11,0,14.7,74,7,1018.3,17.2
2018,9,27,12,0,14.7,75,7,1018,17.4
2018,9,27,13,0,15.1,78,7,1017.6,17.6
2018,9,27,14,0,14.7,77,7,1017.7,17.5
2018,9,27,15,0,14.3,76,7,1017.7,17.7
2018,9,27,16,0,14.9,76,7,1017.8,17.5
2018,9,27,17,0,15.1,75,7,1017.7,17.5
2018,9,27,18,0,14.7,75,7,1017.7,17.6
2018,9,27,19,0,14.9,78,7,1017.7,17.5
2018,9,27,20,0,14.7,76,7,1017.5,17.5
2018,9,27,21,0,15.1,76,7,1017,17.3
2018,9,27,22,0,14.5,76,7,1016.9,17.3
2018,9,27,23,0.1,14.9,78,7,1016.7,17.5
2018,9,28,0,0,15.1,75,7,1016.3,17.3
2018,9,28,1,0,15.3,77,7,1015.8,17.2
2018,9,28,2,0,15.7,78,7,1015.3,17.2
2018,9,28,3,0,15.9,79,7,1014.9,17.1
2018,9,28,4,0,15.9,81,7,1014.6,17.2
2018,9,28,5,0,15.5,93,7,1014.6,15.8
2018,9,28,6,0,15.7,84,7,1014.7,17.2
2018,9,28,7,0,16.5,80,7,1014.5,17.5
2018,9,28,8,0,16.7,82,7,1014.5,17.6
2018,9,28,9,0,16.9,81,7,1014.3,18.4
2018,9,28,10,0,17.6,78,6,1013.8,18.5
2018,9,28,11,0,17.6,81,6,1012.9,18.7
2018,9,28,12,0,16.7,80,6,1012.1,19.3
2018,9,28,13,0,16.7,80,6,1011.7,19.2
2018,9,28,14,0,16.9,81,6,1010.9,18.9
2018,9,28,15,0,16.7,81,6,1010.3,18.6
2018,9,28,16,0,17.1,81,6,1010.4,18.4
2018,9,28,17,0,17.8,82,4,1010.3,18.2
2018,9,28,18,0,17.1,83,5,1009.9,18.4
2018,9,28,19,0,16.3,86,5,1009.7,18.3
2018,9,28,20,0,16.3,83,5,1009.4,18.1
2018,9,28,21,0,17.1,84,5,1009.2,17.8
2018,9,28,22,0,16.3,84,5,1009,17.7
2018,9,28,23,0,17.1,83,5,1009,18
2018,9,29,0,0,17.4,84,0,1008.6,17.7
2018,9,29,1,0,17.4,88,0,1008.2,17.4
2018,9,29,2,0,17.2,90,0,1007.9,17
2018,9,29,3,0,18,90,0,1007.6,16.9
2018,9,29,4,0,18.5,89,0,1007.4,17.2
2018,9,29,5,0,19.1,77,0,1007.1,20.7
2018,9,29,6,0,19,71,0,1007,23.1
2018,9,29,7,0,20.4,70,2,1007,24.3
2018,9,29,8,0,19.9,72,2,1006.7,22.7
2018,9,29,9,0,20.1,77,4,1006.5,22.6
2018,9,29,10,0,19.9,80,5,1006.7,21.5
2018,9,29,11,0,19.2,80,6,1006.9,21.6
2018,9,29,12,0,19.4,81,7,1006.7,21
2018,9,29,13,0,20.1,82,7,1006.4,20.4
2018,9,29,14,0,19.1,83,5,1006,20.6
2018,9,29,15,0.1,19.3,85,4,1006.8,19.9
2018,9,29,16,0.1,18.9,88,3,1006.8,19.3
2018,9,29,17,0.1,18.2,88,6,1007.4,19.4
2018,9,29,18,0,18.7,86,6,1008.1,19.5
2018,9,29,19,0,19.6,83,6,1008.3,19.5
2018,9,29,20,21.2,19.4,85,6,1008.5,19.4
2018,9,29,21,29.8,21.1,89,6,1008.4,19
2018,9,29,22,0.7,21.3,94,6,1008.4,18.6
2018,9,29,23,0.3,20.4,96,6,1008.1,19
2018,9,30,0,0.1,20.2,96,7,1008.1,19.3
2018,9,30,1,0.1,18.4,93,7,1007.9,19.6
2018,9,30,2,0,20.6,92,7,1008.1,19.6
2018,9,30,3,0,20.6,96,7,1009.2,16.8
2018,9,30,4,0,20.6,100,7,1008.6,18.4
2018,9,30,5,0,19.4,100,7,1009.1,18.3
2018,9,30,6,0,19.4,99,7,1009.8,18.2
2018,9,30,7,0,19.4,99,7,1010.4,17.3
2018,9,30,8,0,18,99,7,1010.7,17.1
2018,9,30,9,0,18.7,98,7,1010.6,18.3
2018,9,30,10,0,17.1,83,7,1010.3,19.2
2018,9,30,11,0,17.3,82,7,1010.2,19
2018,9,30,12,0.3,18.7,81,7,1009.8,18.9
2018,9,30,13,0,17.1,83,7,1009.5,18.9
2018,9,30,14,0.4,17.3,86,7,1009.2,19
2018,9,30,15,2,18.2,84,7,1009.1,18.9
2018,9,30,16,1,19.2,83,7,1009.3,18.9
2018,9,30,17,0.2,19.8,82,7,1008.6,19
2018,9,30,18,0,19,90,7,1008.4,18.4
2018,9,30,19,0,20,96,7,1008.8,18.7
2018,9,30,20,0,19.2,92,7,1008.5,18.8
2018,9,30,21,0,20,95,7,1007.9,18
2018,9,30,22,0,19.2,99,7,1007.4,17.8
2018,9,30,23,0,19.4,100,7,1006.5,17.9
2018,10,1,0,0,20.6,99,7,1006.7,18
2018,10,1,1,0.2,20.6,100,7,1005.9,18.1
2018,10,1,2,0.1,20.6,100,7,1005.4,18.2
2018,10,1,3,0,20.6,99,7,1004.8,18.4
2018,10,1,4,0,20.6,100,7,1004.7,18.5
2018,10,1,5,0,20.6,100,6,1004.3,18.9
2018,10,1,6,0,22.9,99,6,1004.2,20.5
2018,10,1,7,0,21.5,92,6,1004.5,20.9
2018,10,1,8,0,23.6,91,7,1004.3,22.2
2018,10,1,9,0,23.9,84,5,1003.7,24.6
2018,10,1,10,0,23.9,79,5,1003.3,24.5
2018,10,1,11,0,23.4,76,5,1002.6,25
2018,10,1,12,0,23.3,85,5,1002.2,23.1
2018,10,1,13,0,22.5,85,6,1002,22.6
2018,10,1,14,0,19.2,81,6,1002.5,21.9
2018,10,1,15,0,20.9,79,6,1002.4,21.5
2018,10,1,16,0,19.4,83,5,1002.8,20.6
2018,10,1,17,0,18.5,79,5,1003.5,20.3
2018,10,1,18,0,18.5,78,6,1003.8,20.1
2018,10,1,19,1.3,18.7,80,5,1004.2,20.2
2018,10,1,20,0.6,17.5,75,5,1004.6,20
2018,10,1,21,0.8,18,81,5,1004.8,18.9
2018,10,1,22,0,17.5,85,5,1004.9,18.9
2018,10,1,23,0,18,82,5,1005.1,19.3
2018,10,2,0,0,17.5,85,5,1005.4,18.6
2018,10,2,1,0,17.8,92,5,1005.6,17.5
2018,10,2,2,0,17.6,97,5,1005.8,17
2018,10,2,3,0,19,98,5,1006.2,17.2
2018,10,2,4,0,17.8,98,6,1006.7,16.8
2018,10,2,5,0,17.8,98,7,1007.5,16.9
2018,10,2,6,0,17.8,95,6,1008.4,17.9
2018,10,2,7,0,18.2,88,7,1008.9,18.8
2018,10,2,8,0,18.7,85,6,1009.5,19.9
2018,10,2,9,0,18.7,82,6,1010,20.7
2018,10,2,10,0,19.9,84,6,1010,21.3
2018,10,2,11,0,18.8,76,6,1010.1,22.8
2018,10,2,12,0,19.3,72,4,1009.9,22.3
2018,10,2,13,0,18.8,68,3,1009.6,23.2
2018,10,2,14,0,18,68,2,1009.7,22.9
2018,10,2,15,0,18.7,73,0,1009.7,21.6
2018,10,2,16,0,19.1,85,0,1009.7,19.7
2018,10,2,17,0,18.6,91,0,1010.1,18.8
2018,10,2,18,0,19.4,93,0,1010.5,18.3
2018,10,2,19,0,18.6,96,0,1010.6,17.8
2018,10,2,20,0,18.6,96,0,1010.6,17.5
2018,10,2,21,0,19,98,0,1010.6,17.2
2018,10,2,22,0,17.8,98,0,1010.6,16.8
2018,10,2,23,0,17.8,98,0,1010.8,16.5
2018,10,3,0,0,18,99,0,1010.6,16.3
2018,10,3,1,0,18,99,0,1010.7,16.2
2018,10,3,2,0,18,99,0,1010.8,16.1
2018,10,3,3,0,18,99,0,1011.1,15.9
2018,10,3,4,0,17.5,96,3,1011.4,16.4
2018,10,3,5,0,18.2,94,3,1011.7,17.7
2018,10,3,6,0,19.1,87,7,1012.1,20.3
2018,10,3,7,0,20.4,86,6,1012.4,21.5
2018,10,3,8,0,22.2,70,6,1012.5,25.2
2018,10,3,9,0,20.2,70,7,1012.7,23.6
2018,10,3,10,0,20.1,76,7,1012.6,22.9
2018,10,3,11,0,19.7,78,6,1012,21.5
2018,10,3,12,0,19.2,83,7,1011.6,20.2
2018,10,3,13,0,18.5,83,7,1011.5,19.6
2018,10,3,14,0,18.7,86,7,1011.4,19.7
2018,10,3,15,0,19.6,89,7,1011.1,19.3
2018,10,3,16,0,18.8,90,7,1011.2,18.6
2018,10,3,17,0,19,92,2,1011.6,18.2
2018,10,3,18,0,19.4,93,3,1012.1,18
2018,10,3,19,0,19.4,94,4,1012.3,18
2018,10,3,20,0.1,18.4,95,4,1012.6,17.8
2018,10,3,21,0,18.6,96,4,1012.6,17.5
2018,10,3,22,0,18.6,96,4,1012.6,17.6
2018,10,3,23,0,18.8,97,4,1013,17.6
2018,10,4,0,0,18.8,97,4,1013,17.3
2018,10,4,1,0,19,98,4,1013.2,17.4
2018,10,4,2,0,18,93,4,1014.5,17.5
2018,10,4,3,0,15.6,84,4,1015.4,16.5
2018,10,4,4,0,13.3,73,4,1015.3,16.5
2018,10,4,5,0,12.8,66,7,1015.8,17.7
